Price,Close,High,Low,Open,Volume
Ticker,DOGE-INR,DOGE-INR,DOGE-INR,DOGE-INR,DOGE-INR
Date,,,,,
2023-04-04,7.891909122467041,8.433879852294922,6.312294006347656,6.499791145324707,287263822394
2023-04-05,7.814013957977295,8.427450180053711,7.628471851348877,7.892269134521484,254272994620
2023-04-06,7.6063551902771,8.115998268127441,7.5462870597839355,7.814712047576904,125344908661
2023-04-07,6.98938512802124,7.608880996704102,6.98938512802124,7.606828212738037,115463984546
2023-04-08,6.751068115234375,7.045350074768066,6.701253890991211,6.991550922393799,70268132149
2023-04-09,6.662220001220703,6.863277912139893,6.6319379806518555,6.750010013580322,41569236691
2023-04-10,6.820181846618652,6.861371994018555,6.658041954040527,6.661900997161865,37210895125
2023-04-11,6.9564900398254395,6.990975856781006,6.7641801834106445,6.820803165435791,38850887431
2023-04-12,6.913358211517334,7.035792827606201,6.885598182678223,6.956398963928223,38787364447
2023-04-13,6.838290214538574,6.9291300773620605,6.675373077392578,6.91335916519165,44300825414
2023-04-14,7.145780086517334,7.232664108276367,6.805173873901367,6.837856769561768,66201216454
2023-04-15,7.266695022583008,7.434971809387207,7.033206939697266,7.145887851715088,82445808688
2023-04-16,7.281854152679443,7.402744770050049,7.174099922180176,7.26672887802124,37972988070
2023-04-17,7.404706954956055,7.49006986618042,7.2210540771484375,7.28136682510376,48678232520
2023-04-18,7.499287128448486,7.756753921508789,7.249612808227539,7.405480861663818,111567182077
2023-04-19,7.717229843139648,7.755039215087891,7.383831024169922,7.500020980834961,68969475005
2023-04-20,7.235116958618164,7.719922065734863,7.148880958557129,7.717181205749512,105210218173
2023-04-21,6.894659996032715,7.63401985168457,6.818362236022949,7.23425817489624,160250724374
2023-04-22,6.438497066497803,6.951598167419434,6.3593878746032715,6.894458770751953,69992158476
2023-04-23,6.594019889831543,6.638678073883057,6.424870014190674,6.438721179962158,32561066506
2023-04-24,6.467555046081543,6.614819049835205,6.353024959564209,6.594481945037842,29965062738
2023-04-25,6.448638916015625,6.558469772338867,6.3568501472473145,6.467469215393066,32156102815
2023-04-26,6.546836853027344,6.553243160247803,6.378604888916016,6.448552131652832,28191513838
2023-04-27,6.428781986236572,6.816157817840576,6.226560115814209,6.546924114227295,59094608745
2023-04-28,6.5567121505737305,6.615140914916992,6.420969009399414,6.42997407913208,35644641770
2023-04-29,6.569437026977539,6.591546058654785,6.497996807098389,6.55695104598999,21171142566
2023-04-30,6.672858238220215,6.690461158752441,6.564389228820801,6.569536209106445,21959912419
2023-05-01,6.520748138427734,6.678666114807129,6.509203910827637,6.672603130340576,21600765140
2023-05-02,6.445475101470947,6.543385982513428,6.3484930992126465,6.519951820373535,26633689126
2023-05-03,6.444630146026611,6.460141181945801,6.3679070472717285,6.445662021636963,19189515343
2023-05-04,6.5189738273620605,6.5855021476745605,6.3258748054504395,6.444663047790527,25102508356
2023-05-05,6.410562992095947,6.5140838623046875,6.39083194732666,6.518118858337402,20875474184
2023-05-06,6.57027006149292,6.643898963928223,6.372125148773193,6.410826206207275,27418904849
2023-05-07,6.293065071105957,6.569880962371826,6.247334003448486,6.569880962371826,27882474977
2023-05-08,6.26951789855957,6.333708763122559,6.268093109130859,6.292163848876953,16792721255
2023-05-09,5.927504062652588,6.301517009735107,5.803336143493652,6.268431186676025,37586306731
2023-05-10,6.005084991455078,6.021230220794678,5.914626121520996,5.927505016326904,20456413062
2023-05-11,5.998682975769043,6.110424041748047,5.846084117889404,6.005401134490967,28218554251
2023-05-12,5.918193817138672,5.999293804168701,5.714469909667969,5.999293804168701,26718830325
2023-05-13,5.960197925567627,5.96304988861084,5.728571891784668,5.917500019073486,30034266302
2023-05-14,5.900125980377197,5.960348129272461,5.879115104675293,5.960348129272461,12386420355
2023-05-15,5.917295932769775,5.970249176025391,5.874849796295166,5.900163173675537,11207166972
2023-05-16,5.927049160003662,6.038503170013428,5.852530002593994,5.9169020652771,18531725593
2023-05-17,5.985360145568848,6.019069194793701,5.8559041023254395,5.9272589683532715,15769126693
2023-05-18,6.176525115966797,6.206735134124756,5.972157001495361,5.985437870025635,26975256762
2023-05-19,6.084126949310303,6.17577600479126,5.949174880981445,6.17577600479126,25557430841
2023-05-20,6.090863227844238,6.1268720626831055,6.0519208908081055,6.083183765411377,13986452955
2023-05-21,6.102832794189453,6.117248058319092,6.065904140472412,6.0919928550720215,9572800218
2023-05-22,5.980950832366943,6.128365993499756,5.974082946777344,6.102502822875977,11791819774
2023-05-23,6.04609489440918,6.1199750900268555,5.891172885894775,5.981090068817139,17394565467
2023-05-24,6.039732933044434,6.119760990142822,6.014973163604736,6.046210765838623,13272053891
2023-05-25,5.850780010223389,6.040775775909424,5.791197776794434,6.040032863616943,19874358423
2023-05-26,5.864390850067139,5.871673107147217,5.724794864654541,5.850683212280273,16172182584
2023-05-27,5.860754013061523,5.89267110824585,5.826722145080566,5.864511013031006,13391234912
2023-05-28,6.001037120819092,6.050960063934326,5.855075836181641,5.86062479019165,12621319580
2023-05-29,6.078616142272949,6.1035590171813965,5.961109161376953,6.000887870788574,15743840730
2023-05-30,6.043621063232422,6.103860855102539,6.0161452293396,6.078816890716553,13030376160
2023-05-31,5.983113765716553,6.067349910736084,5.976442813873291,6.043439865112305,20517103155
2023-06-01,5.923955917358398,6.0073561668396,5.859592914581299,5.983191013336182,15673991581
2023-06-02,5.882152080535889,5.9358320236206055,5.8543291091918945,5.924091815948486,13449548418
2023-06-03,5.983367919921875,6.030549049377441,5.859402179718018,5.881988048553467,14176029704
2023-06-04,5.98797082901001,6.011100769042969,5.960475921630859,5.9832658767700195,9232657188
2023-06-05,5.972367763519287,6.036128044128418,5.97195291519165,5.988032817840576,11171389404
2023-06-06,5.4930291175842285,5.985640048980713,5.351256847381592,5.972691059112549,41759397379
2023-06-07,5.8070478439331055,5.92431116104126,5.458861827850342,5.492633819580078,35394280880
2023-06-08,5.560180187225342,5.806901931762695,5.525580883026123,5.806901931762695,23033454039
2023-06-09,5.606381893157959,5.644496917724609,5.545263767242432,5.560348987579346,13843666114
2023-06-10,5.7275800704956055,5.847659111022949,5.577931880950928,5.60618782043457,22592749986
2023-06-11,5.098802089691162,5.8184661865234375,4.826025009155273,5.727610111236572,80424596507
2023-06-12,5.077575206756592,5.152753829956055,5.05368709564209,5.098844051361084,19449615380
2023-06-13,5.060400009155273,5.080704212188721,4.981328010559082,5.076845169067383,17359396787
2023-06-14,5.07922887802124,5.136260032653809,4.998822212219238,5.060391902923584,16838337734
2023-06-15,4.954493999481201,5.1112518310546875,4.83646821975708,5.079224109649658,20363648755
2023-06-16,5.037890911102295,5.063982009887695,4.914838790893555,4.954625129699707,17908102695
2023-06-17,5.086583137512207,5.130124092102051,4.993573188781738,5.037876129150391,16260137523
2023-06-18,5.096014976501465,5.145664215087891,5.064690113067627,5.086935997009277,12610782766
2023-06-19,5.092402935028076,5.221452236175537,5.045854091644287,5.095725059509277,19950313855
2023-06-20,5.110968112945557,5.135870933532715,5.054685115814209,5.092442989349365,12280621770
2023-06-21,5.1691670417785645,5.170199871063232,4.996991157531738,5.111170768737793,15587323727
2023-06-22,5.383868217468262,5.445892810821533,5.162650108337402,5.169161796569824,30343008718
2023-06-23,5.377449035644531,5.654879093170166,5.369850158691406,5.383277893066406,33273939652
2023-06-24,5.587403774261475,5.713387966156006,5.373457908630371,5.3772101402282715,26149309836
2023-06-25,5.471886157989502,5.598474025726318,5.38465690612793,5.587944984436035,22705066829
2023-06-26,5.473679065704346,5.570128917694092,5.45393705368042,5.471598148345947,15661511818
2023-06-27,5.309844017028809,5.47535514831543,5.2384748458862305,5.472838878631592,21889002073
2023-06-28,5.374605178833008,5.390143871307373,5.293652057647705,5.309722900390625,17417285163
2023-06-29,5.135002136230469,5.376197814941406,5.050363063812256,5.375007152557373,22538005749
2023-06-30,5.204174995422363,5.251139163970947,5.131842136383057,5.134389877319336,15791030460
2023-07-01,5.457641124725342,5.476771831512451,5.140060901641846,5.203764915466309,40152543689
2023-07-02,5.621816158294678,5.811539173126221,5.456803798675537,5.457845211029053,52134869749
2023-07-03,5.585648059844971,5.657084941864014,5.477466106414795,5.621851921081543,30707417108
2023-07-04,5.601562976837158,5.6289801597595215,5.525186061859131,5.5860371589660645,21755082863
2023-07-05,5.653642177581787,5.857010841369629,5.56937313079834,5.601072788238525,40441876111
2023-07-06,5.523161888122559,5.6734161376953125,5.429617881774902,5.654137134552002,25869600279
2023-07-07,5.382083892822266,5.651492118835449,5.380195140838623,5.5224528312683105,23259168020
2023-07-08,5.408061981201172,5.435181140899658,5.342998027801514,5.3824591636657715,16747506039
2023-07-09,5.435108184814453,5.45136022567749,5.367578983306885,5.407712936401367,12310294297
2023-07-10,5.405943870544434,5.479194164276123,5.397432804107666,5.435215950012207,12102020462
2023-07-11,5.384198188781738,5.44814395904541,5.288102149963379,5.406154155731201,21318116292
2023-07-12,5.379697799682617,5.390501976013184,5.316402912139893,5.384551048278809,12480748736
2023-07-13,5.335929870605469,5.395715236663818,5.248603820800781,5.379734039306641,13489263873
2023-07-14,5.783727169036865,5.845210075378418,5.306547164916992,5.3361029624938965,51290871978
2023-07-15,5.6285719871521,5.970355987548828,5.517259120941162,5.783113956451416,51911298321
2023-07-16,5.90634822845459,6.131817817687988,5.583006858825684,5.628139019012451,72581029015
2023-07-17,5.708768844604492,5.923418045043945,5.698808193206787,5.906542778015137,32000386569
2023-07-18,5.736045837402344,5.977835178375244,5.600305080413818,5.709153175354004,38106575504
2023-07-19,5.629030227661133,5.7640581130981445,5.559537887573242,5.7357048988342285,23381937692
2023-07-20,5.757414817810059,5.844874858856201,5.625471115112305,5.629447937011719,34327631427
2023-07-21,5.7881598472595215,5.828125953674316,5.619615077972412,5.756481170654297,47134252967
2023-07-22,6.010439872741699,6.262801170349121,5.779195785522461,5.7889580726623535,62504057374
2023-07-23,5.775804042816162,6.010382175445557,5.746891021728516,6.010382175445557,28947451040
2023-07-24,5.889459133148193,5.970215797424316,5.758290767669678,5.775986194610596,23547723163
2023-07-25,6.076219081878662,6.318439960479736,5.786318778991699,5.888887882232666,118361735256
2023-07-26,6.707355976104736,6.822275161743164,6.045302867889404,6.076060771942139,125034723520
2023-07-27,6.390676975250244,6.726576805114746,6.332615852355957,6.707799911499023,69409610585
2023-07-28,6.389190196990967,6.533491134643555,6.336784839630127,6.391156196594238,42458695484
2023-07-29,6.360888957977295,6.40732479095459,6.270936012268066,6.389164924621582,30459660764
2023-07-30,6.596814155578613,6.689579963684082,6.340843200683594,6.360438823699951,38384080215
2023-07-31,6.420791149139404,6.617465972900391,6.337724208831787,6.596972942352295,35879546785
2023-08-01,6.399960994720459,6.5522260665893555,6.344232082366943,6.420949935913086,28535919246
2023-08-02,6.423001766204834,6.430704116821289,6.2601637840271,6.400387763977051,30375815368
2023-08-03,6.139926910400391,6.4395341873168945,6.125471115112305,6.422697067260742,30157066552
2023-08-04,6.094192028045654,6.193982124328613,6.047056198120117,6.139838218688965,31040012827
2023-08-05,6.06979513168335,6.182857036590576,6.023449897766113,6.0936408042907715,25426287415
2023-08-06,6.25746488571167,6.349816799163818,6.035211086273193,6.069891929626465,36643395926
2023-08-07,6.141446113586426,6.307590007781982,6.136020183563232,6.25713586807251,25733448129
2023-08-08,6.079229831695557,6.2422099113464355,5.990778923034668,6.141150951385498,28671207499
2023-08-09,6.212775230407715,6.247066974639893,6.065806865692139,6.0795087814331055,25319252001
2023-08-10,6.240999221801758,6.2998809814453125,6.17470121383667,6.212590217590332,28794588589
2023-08-11,6.2765212059021,6.341792106628418,6.213200092315674,6.2414021492004395,28269584506
2023-08-12,6.277100086212158,6.2930707931518555,6.2315168380737305,6.276637077331543,18446701990
2023-08-13,6.366300106048584,6.4001970291137695,6.271708965301514,6.277440071105957,25009731115
2023-08-14,6.199351787567139,6.37019681930542,6.178006172180176,6.365575790405273,22543812779
2023-08-15,6.223766803741455,6.360081195831299,6.150522232055664,6.199199199676514,28926673248
2023-08-16,5.8958210945129395,6.227605819702148,5.877292156219482,6.223207950592041,33300194684
2023-08-17,5.592144012451172,5.9294891357421875,5.5612359046936035,5.895888805389404,34069909377
2023-08-18,5.084392070770264,5.6655378341674805,4.847792148590088,5.592295169830322,56875166182
2023-08-19,5.2583088874816895,5.293206214904785,4.998232841491699,5.084280967712402,40643416407
2023-08-20,5.3019208908081055,5.354000091552734,5.256272792816162,5.258639812469482,20504197454
2023-08-21,5.308550834655762,5.37085485458374,5.290727138519287,5.30214786529541,17315100858
2023-08-22,5.197019100189209,5.323818206787109,5.099557876586914,5.308564186096191,23052535499
2023-08-23,5.200068950653076,5.241199970245361,5.074138164520264,5.1969828605651855,22544565645
2023-08-24,5.264570236206055,5.323336124420166,5.19331693649292,5.199595928192139,24208249578
