Date,Open,High,Low,Close,Adj Close,Volume
2019-10-23,12203.7861328125,12194.4462890625,11136.6005859375,11485.9375,11485.9375,680722933769
2019-10-24,11493.8115234375,11656.052734375,11424.5888671875,11515.5224609375,11515.5224609375,518435197428
2019-10-25,11517.0263671875,12963.728515625,11473.6728515625,12859.1044921875,12859.1044921875,733802800238
2019-10-26,12869.294921875,13880.5673828125,12477.318359375,12739.544921875,12739.544921875,979843648405
2019-10-27,12746.427734375,13328.9228515625,12587.017578125,13051.7177734375,13051.7177734375,766201295466
2019-10-28,13062.71875,13291.8125,12751.7734375,12922.4990234375,12922.4990234375,736225446297
2019-10-29,12923.03515625,13600.8974609375,12928.6474609375,13494.259765625,13494.259765625,753096374898
2019-10-30,13493.8203125,13538.8193359375,12861.171875,13084.02734375,13084.02734375,742775154167
2019-10-31,13091.498046875,13397.5654296875,12781.251953125,13057.97265625,13057.97265625,681971572480
2019-11-01,13046.38671875,13084.6474609375,12804.287109375,13007.5927734375,13007.5927734375,646640471546
2019-11-02,13011.00390625,13096.5869140625,12891.27734375,12970.8291015625,12970.8291015625,570382233357
2019-11-03,12975.703125,13048.2978515625,12681.154296875,12864.9970703125,12864.9970703125,617791119981
2019-11-04,12857.5224609375,13309.9580078125,12870.9716796875,13191.8994140625,13191.8994140625,746959824953
2019-11-05,13188.6513671875,13535.794921875,13045.6357421875,13397.529296875,13397.529296875,709436090955
2019-11-06,13384.03515625,13743.7890625,13397.291015625,13605.078125,13605.078125,721210100713
2019-11-07,13598.720703125,13631.1552734375,13255.0263671875,13355.169921875,13355.169921875,645195412358
2019-11-08,13351.455078125,13477.1171875,13029.2548828125,13148.4619140625,13148.4619140625,655011091118
2019-11-09,13155.6181640625,13264.59765625,13126.3896484375,13206.794921875,13206.794921875,519440314845
2019-11-10,13200.7021484375,13626.1357421875,13181.22265625,13523.123046875,13523.123046875,624692231069
2019-11-11,13524.9541015625,13622.2353515625,13246.349609375,13275.2158203125,13275.2158203125,563775427115
2019-11-12,13280.59765625,13492.787109375,13223.07421875,13413.4873046875,13413.4873046875,559401018443
2019-11-13,13420.5966796875,13660.576171875,13415.69921875,13583.1484375,13583.1484375,529820886880
2019-11-14,13584.1416015625,13575.2392578125,13313.1171875,13385.6123046875,13385.6123046875,566562573108
2019-11-15,13389.82421875,13342.150390625,12849.8544921875,12931.634765625,12931.634765625,631511127730
2019-11-16,12930.052734375,13194.8154296875,12896.0615234375,13137.0,13137.0,486498804036
2019-11-17,13137.1767578125,13482.8974609375,13063.451171875,13262.7978515625,13262.7978515625,527614307281
2019-11-18,13257.2255859375,13448.4921875,12890.798828125,12990.3779296875,12990.3779296875,560284082622
2019-11-19,12986.2666015625,13116.64453125,12589.83984375,12752.1318359375,12752.1318359375,541594750090
2019-11-20,12749.23828125,12847.8056640625,12582.0322265625,12611.310546875,12611.310546875,517218287564
2019-11-21,12609.53515625,12643.0986328125,11434.5283203125,11585.03125,11585.03125,613206424287
2019-11-22,11588.1279296875,11704.2109375,10219.2529296875,10788.142578125,10788.142578125,863000886637
2019-11-23,10784.125,11063.3515625,10596.6767578125,11014.26171875,11014.26171875,595103100060
2019-11-24,11015.1767578125,11053.7861328125,10254.6337890625,10254.6337890625,10254.6337890625,558753929878
2019-11-25,10244.748046875,10768.318359375,9592.208984375,10500.814453125,10500.814453125,785913166605
2019-11-26,10495.6357421875,10716.099609375,10374.0615234375,10641.826171875,10641.826171875,546397751336
2019-11-27,10601.23046875,11033.87109375,10224.4921875,10900.181640625,10900.181640625,625334883998
2019-11-28,10904.36328125,11206.861328125,10811.6884765625,10856.515625,10856.515625,525698733431
2019-11-29,10860.1669921875,11254.5009765625,10867.8916015625,11143.693359375,11143.693359375,538434717064
2019-11-30,11142.4208984375,11243.2265625,10851.0234375,10945.3330078125,10945.3330078125,471133238552
2019-12-01,10941.9052734375,10941.53515625,10552.3544921875,10847.8134765625,10847.8134765625,509635644816
2019-12-02,10847.078125,10896.896484375,10573.8115234375,10677.8505859375,10677.8505859375,477845589793
2019-12-03,10677.7861328125,10785.6748046875,10476.49609375,10616.7607421875,10616.7607421875,445201480537
2019-12-04,10614.0322265625,10772.1875,10366.12890625,10491.0107421875,10491.0107421875,562336660889
2019-12-05,10486.6328125,10934.529296875,10385.05078125,10655.630859375,10655.630859375,481624220264
2019-12-06,10666.1611328125,10671.0595703125,10523.90234375,10637.1162109375,10637.1162109375,460490670931
2019-12-07,10637.341796875,10680.2705078125,10578.6767578125,10606.7236328125,10606.7236328125,421453199429
2019-12-08,10604.9775390625,10864.5361328125,10573.6904296875,10784.103515625,10784.103515625,459249519865
2019-12-09,10781.2275390625,10781.3310546875,10476.6865234375,10519.5390625,10519.5390625,478636285396
2019-12-10,10516.3232421875,10523.146484375,10264.1484375,10360.416015625,10360.416015625,485874286476
2019-12-11,10364.212890625,10408.5234375,10118.9287109375,10158.728515625,10158.728515625,497805162489
2019-12-12,10159.2705078125,10285.6787109375,9981.1923828125,10275.259765625,10275.259765625,556823505287
2019-12-13,10278.90625,10310.56640625,10161.3701171875,10246.0712890625,10246.0712890625,513545803955
2019-12-14,10246.6845703125,10287.3779296875,10068.6279296875,10099.3544921875,10099.3544921875,498224330283
2019-12-15,10099.0546875,10173.6103515625,9855.6337890625,10116.3291015625,10116.3291015625,511429248817
2019-12-16,10118.0634765625,10155.1787109375,9391.673828125,9473.7353515625,9473.7353515625,637586523261
2019-12-17,9476.0859375,9519.5078125,8623.298828125,8709.166015625,8709.166015625,643375724388
2019-12-18,8712.927734375,9470.97265625,8504.373046875,9449.533203125,9449.533203125,842379697358
2019-12-19,9446.7353515625,9558.6279296875,8973.17578125,9211.763671875,9211.763671875,681309779756
2019-12-20,9216.2685546875,9225.6083984375,9028.5947265625,9176.53125,9176.53125,581138457282
2019-12-21,9178.658203125,9182.333984375,9073.15625,9110.046875,9110.046875,529624775880
2019-12-22,9107.712890625,9467.6865234375,9095.7236328125,9411.6943359375,9411.6943359375,648507841738
2019-12-23,9407.03515625,9595.689453125,9074.7080078125,9159.9853515625,9159.9853515625,685321021432
2019-12-24,9161.0654296875,9382.966796875,9072.0224609375,9197.0927734375,9197.0927734375,567359231233
2019-12-25,9197.4208984375,9197.4208984375,8899.33984375,9011.1572265625,9011.1572265625,599868004095
2019-12-26,9013.4150390625,9333.1572265625,8941.580078125,9009.65625,9009.65625,613249052866
2019-12-27,9010.1962890625,9149.689453125,8915.638671875,9086.6220703125,9086.6220703125,592804691792
2019-12-28,9086.5078125,9304.015625,9064.1279296875,9165.7705078125,9165.7705078125,576369826475
2019-12-29,9161.7822265625,9772.646484375,9143.0810546875,9625.982421875,9625.982421875,693513721985
2019-12-30,9628.734375,9753.80859375,9382.0927734375,9459.685546875,9459.685546875,698738190269
2019-12-31,9458.171875,9535.2734375,9183.4365234375,9241.3837890625,9241.3837890625,637207510947
2020-01-01,9242.794921875,9461.595703125,9202.5341796875,9316.7646484375,9316.7646484375,565210538368
2020-01-02,9318.048828125,9334.0751953125,9058.2958984375,9090.7802734375,9090.7802734375,573137797678
2020-01-03,9090.8564453125,9655.73046875,9077.05078125,9628.2958984375,9628.2958984375,751828899741
2020-01-04,9628.0673828125,9763.279296875,9547.123046875,9692.712890625,9692.712890625,533249138908
2020-01-05,9692.908203125,10004.5849609375,9691.3671875,9779.71875,9779.71875,540141680661
2020-01-06,9781.783203125,10362.30078125,9770.0810546875,10360.5751953125,10360.5751953125,652901870514
2020-01-07,10361.1376953125,10435.2705078125,10110.4931640625,10330.359375,10330.359375,666262594870
2020-01-08,10326.31640625,10490.4052734375,9878.833984375,10092.4560546875,10092.4560546875,670685979344
2020-01-09,10085.142578125,10066.7080078125,9699.5078125,9894.7841796875,9894.7841796875,548019930068
2020-01-10,9893.9189453125,10234.58203125,9620.728515625,10220.1328125,10220.1328125,644940187051
2020-01-11,10180.755859375,10394.357421875,10091.146484375,10142.177734375,10142.177734375,662218103674
2020-01-12,10149.6591796875,10370.84765625,10126.8642578125,10351.55078125,10351.55078125,605178454021
2020-01-13,10376.1181640625,10382.3837890625,10107.666015625,10200.9892578125,10200.9892578125,592604240045
2020-01-14,10202.71875,11881.09375,10207.734375,11758.7841796875,11758.7841796875,1184153006264
2020-01-15,11743.142578125,12053.1845703125,11394.31640625,11756.4990234375,11756.4990234375,1073144338498
2020-01-16,11763.72265625,11853.7119140625,11332.2939453125,11664.462890625,11664.462890625,974588889172
2020-01-17,11671.443359375,12295.4765625,11564.181640625,12132.83984375,12132.83984375,1065448892550
2020-01-18,12130.5498046875,12683.345703125,11849.30859375,12458.6259765625,12458.6259765625,1060635712399
2020-01-19,12465.8671875,12593.212890625,11629.02734375,11862.9892578125,11862.9892578125,974317363565
2020-01-20,11858.3212890625,12013.6669921875,11531.79296875,11871.990234375,11871.990234375,791690679280
2020-01-21,11867.7255859375,12094.2021484375,11803.0478515625,12079.0439453125,12079.0439453125,696807321010
2020-01-22,12072.736328125,12160.3603515625,11859.2490234375,11967.330078125,11967.330078125,654907180023
2020-01-23,11967.4404296875,12005.8779296875,11434.0234375,11621.8544921875,11621.8544921875,741618885145
2020-01-24,11619.7724609375,11719.453125,11180.25390625,11629.70703125,11629.70703125,760163724452
2020-01-25,11630.85546875,11642.263671875,11314.541015625,11503.6572265625,11503.6572265625,588931572356
2020-01-26,11496.017578125,11998.626953125,11432.349609375,11988.412109375,11988.412109375,660619495680
2020-01-27,11983.5439453125,12355.341796875,11925.0830078125,12213.01171875,12213.01171875,786269820576
2020-01-28,12209.7236328125,12564.6923828125,12163.4482421875,12564.6923828125,12564.6923828125,838704328685
2020-01-29,12563.09375,12753.2919921875,12482.83984375,12482.83984375,12482.83984375,764818811919
2020-01-30,12473.3818359375,13330.6630859375,12336.8525390625,13218.2978515625,13218.2978515625,902124772923
2020-01-31,13221.6201171875,13256.33203125,12605.0458984375,12881.2724609375,12881.2724609375,838584343547
2020-02-01,12877.9541015625,13144.7734375,12851.6005859375,13132.50390625,13132.50390625,827221778851
2020-02-02,13122.390625,13805.0556640625,12882.2568359375,13485.9658203125,13485.9658203125,1004877360881
2020-02-03,13485.2412109375,13796.7119140625,13409.8359375,13541.955078125,13541.955078125,883910673005
2020-02-04,13541.716796875,13589.9384765625,13184.0517578125,13457.6103515625,13457.6103515625,832996171436
2020-02-05,13461.0595703125,14722.376953125,13437.3037109375,14539.1513671875,14539.1513671875,1058270277422
2020-02-06,14531.9931640625,15301.4609375,14396.3662109375,15140.4130859375,15140.4130859375,1171193821133
2020-02-07,15138.759765625,15958.146484375,15183.1474609375,15928.4775390625,15928.4775390625,1192417989944
2020-02-08,15913.09375,16204.673828125,15403.56640625,15958.546875,15958.546875,1197263882692
2020-02-09,15946.7978515625,16438.921875,15946.75,16346.9765625,16346.9765625,1074979256257
2020-02-10,16344.87109375,16340.9775390625,15549.216796875,15937.2802734375,15937.2802734375,1155781711874
2020-02-11,15927.4580078125,16862.33203125,15584.220703125,16812.72265625,16812.72265625,1209333322414
2020-02-12,16816.07421875,19423.69921875,16820.84375,18925.076171875,18925.076171875,1750211795104
2020-02-13,18899.875,19511.8515625,18455.607421875,19109.712890625,19109.712890625,1839079209731
2020-02-14,19104.296875,20389.201171875,18794.587890625,20329.197265625,20329.197265625,1685048839605
2020-02-15,20353.787109375,20537.068359375,18903.10546875,18935.21484375,18935.21484375,1693932447079
2020-02-16,18947.765625,19518.724609375,17344.416015625,18589.73828125,18589.73828125,1799097500325
2020-02-17,18589.44140625,19043.74609375,17459.724609375,19007.533203125,19007.533203125,1857062480451
2020-02-18,19017.90625,20272.59375,18710.748046875,20183.0,20183.0,1897823908861
2020-02-19,20189.564453125,20294.794921875,18605.4375,18605.4375,18605.4375,1624399449662
2020-02-20,18609.44140625,18884.916015625,18000.107421875,18541.921875,18541.921875,1669806558842
2020-02-21,18537.73046875,19170.28125,18370.75,19093.36328125,19093.36328125,1500119112796
2020-02-22,19089.837890625,19149.91015625,18612.6171875,18858.37109375,18858.37109375,1215332437339
2020-02-23,18854.5390625,19678.748046875,18831.685546875,19678.748046875,19678.748046875,1407934608650
2020-02-24,19675.22265625,19805.78125,18722.220703125,19108.630859375,19108.630859375,1613963007707
2020-02-25,19113.455078125,19124.125,17738.79296875,17813.12890625,17813.12890625,1572654091553
2020-02-26,17807.56640625,17944.8203125,15846.9541015625,16175.2509765625,16175.2509765625,1880393419752
2020-02-27,16175.736328125,16995.080078125,15242.4091796875,16256.8583984375,16256.8583984375,1838630110890
2020-02-28,16273.6494140625,16799.818359375,15621.439453125,16366.439453125,16366.439453125,1628522818103
2020-02-29,16371.7041015625,16763.123046875,15867.56640625,15867.56640625,15867.56640625,1312235065963
2020-03-01,15860.6494140625,16360.4755859375,15454.8642578125,15804.203125,15804.203125,1312127604082
2020-03-02,15785.51171875,16938.7890625,15682.4931640625,16698.78515625,16698.78515625,1470611890035
2020-03-03,16695.466796875,16996.490234375,16175.9521484375,16482.529296875,16482.529296875,1457729563264
2020-03-04,16488.822265625,16695.98046875,16319.6455078125,16500.94921875,16500.94921875,1217597192416
2020-03-05,16510.0546875,17186.53515625,16510.0546875,16932.740234375,16932.740234375,1344267325578
2020-03-06,16925.37109375,18022.337890625,16889.283203125,18020.142578125,18020.142578125,1433675022644
2020-03-07,18036.783203125,18499.732421875,17580.0546875,17602.390625,17602.390625,1438045237781
2020-03-08,17597.03125,17597.03125,14845.3662109375,14851.7353515625,14851.7353515625,1582334405058
2020-03-09,14898.31640625,15373.185546875,14284.6923828125,15034.548828125,15034.548828125,1760012010153
2020-03-10,15099.8740234375,15183.5625,14635.9765625,14902.451171875,14902.451171875,1361698296934
2020-03-11,14902.5087890625,14971.939453125,13644.6435546875,14454.392578125,14454.392578125,1259848518333
2020-03-12,14444.7783203125,14475.1181640625,8278.1474609375,8362.73828125,8362.73828125,1647634910656
2020-03-13,8388.259765625,10246.00390625,7185.4619140625,9851.47265625,9851.47265625,2060839656944
2020-03-14,9879.6259765625,9946.330078125,9053.65234375,9119.58984375,9119.58984375,942295684197
2020-03-15,9115.15625,9776.0830078125,9012.173828125,9256.544921875,9256.544921875,940278576179
2020-03-16,9240.4150390625,9240.4150390625,7794.255859375,8218.6806640625,8218.6806640625,1187774320437
2020-03-17,8203.88671875,8802.158203125,8203.88671875,8434.6005859375,8434.6005859375,894775280864
2020-03-18,8428.30078125,8594.4755859375,8296.087890625,8611.1611328125,8611.1611328125,871135738206
2020-03-19,8610.9775390625,10561.951171875,8602.95703125,10266.421875,10266.421875,1232383255521
2020-03-20,10270.5869140625,11331.3837890625,9273.8916015625,10037.9296875,10037.9296875,1433833842270
2020-03-21,10065.501953125,10282.587890625,9616.4541015625,10044.095703125,10044.095703125,1034825958349
2020-03-22,10046.548828125,10296.1416015625,9284.1748046875,9315.28125,9315.28125,944036461070
2020-03-23,9318.66796875,10330.3173828125,9276.88671875,10330.3173828125,10330.3173828125,1083470305899
2020-03-24,10351.9501953125,10809.2802734375,10138.8720703125,10540.4580078125,10540.4580078125,1109719465507
2020-03-25,10552.1201171875,10745.2734375,10185.767578125,10329.9140625,10329.9140625,1018846365600
2020-03-26,10329.5185546875,10372.740234375,10334.294921875,10339.2197265625,10339.2197265625,849431095364
2020-03-27,10339.845703125,10427.99609375,10028.7373046875,10028.7373046875,10028.7373046875,853308357655
2020-03-28,10035.8349609375,10035.8349609375,9506.4208984375,9807.7451171875,9807.7451171875,910672158938
2020-03-29,9809.904296875,9821.7900390625,9468.029296875,9468.5615234375,9468.5615234375,749299491388
2020-03-30,9468.12109375,10098.263671875,9455.92578125,10022.33203125,10022.33203125,892939155902
2020-03-31,10016.0263671875,10115.568359375,9942.4267578125,10064.2705078125,10064.2705078125,833600264898
2020-04-01,10065.68359375,10387.7080078125,9936.0927734375,10387.7080078125,10387.7080078125,953998443793
2020-04-02,10395.1845703125,11192.146484375,10395.1845703125,10818.64453125,10818.64453125,1167173020350
2020-04-03,10824.8369140625,11201.115234375,10673.5517578125,10858.6181640625,10858.6181640625,1007567391975
2020-04-04,10868.083984375,11109.7333984375,10708.1103515625,11097.6650390625,11097.6650390625,912963623977
2020-04-05,11100.8466796875,11167.1416015625,10859.4404296875,10943.99609375,10943.99609375,860062940085
2020-04-06,10948.689453125,12860.4736328125,10943.8408203125,12850.0830078125,12850.0830078125,1643822128524
2020-04-07,12850.9619140625,13228.787109375,12436.1025390625,12489.13671875,12489.13671875,1638421235078
2020-04-08,12499.6044921875,13134.1005859375,12443.087890625,13115.419921875,13115.419921875,1296267467112
2020-04-09,13124.5009765625,13134.8720703125,12817.4169921875,12966.1416015625,12966.1416015625,1131202661006
2020-04-10,12967.8203125,12980.3876953125,11782.2216796875,12067.3056640625,12067.3056640625,1369725427519
2020-04-11,12076.9453125,12277.181640625,11830.083984375,12052.3427734375,12052.3427734375,1032579271268
2020-04-12,12053.58984375,12532.3251953125,11907.94921875,12275.2646484375,12275.2646484375,1152072086538
2020-04-13,12243.13671875,12245.3486328125,11571.5966796875,11917.6826171875,11917.6826171875,1255621833844
2020-04-14,11923.509765625,12228.5458984375,11891.6357421875,11971.9677734375,11971.9677734375,1118459316559
