Date,Open,High,Low,Close,Adj Close,Volume
2019-10-23,572152.3125,572377.4375,528267.875,531475.1875,531475.1875,1551910223986
2019-10-24,531125.5625,534905.875,528807.625,532109.625,532109.625,1155234426523
2019-10-25,531911.8125,615708.6875,529882.0625,613524.0625,613524.0625,2033466839188
2019-10-26,614011.1875,709940.375,613660.1875,654913.8125,654913.8125,3152114747324
2019-10-27,654682.5,690656.625,645532.4375,676643.4375,676643.4375,2308897196053
2019-10-28,677591.8125,693664.0625,654827.125,654827.125,654827.125,2189437418275
2019-10-29,654281.875,674645.75,654544.8125,668372.0625,668372.0625,2015304965537
2019-10-30,668001.6875,667821.9375,643629.0,652155.3125,652155.3125,1962795807297
2019-10-31,651923.75,666016.75,640858.375,652986.5625,652986.5625,1886907810299
2019-11-01,652589.5625,655835.375,645681.4375,654806.4375,654806.4375,1719877376669
2019-11-02,654713.0,661320.125,652300.4375,657598.75,657598.75,1498078318255
2019-11-03,657603.625,661483.75,644660.3125,651296.6875,651296.6875,1490288718622
2019-11-04,651314.4375,672853.1875,650656.1875,666309.5,666309.5,1852566487808
2019-11-05,666337.3125,669325.125,655136.25,661194.0,661194.0,1854141058838
2019-11-06,661076.3125,669144.0625,660812.5625,664716.0625,664716.0625,1642737868843
2019-11-07,664113.4375,665602.125,653799.5625,658432.4375,658432.4375,1612794170576
2019-11-08,658276.625,661861.75,626371.3125,628466.0,628466.0,1736819241631
2019-11-09,628793.5,634671.3125,627629.625,629087.0625,629087.0625,1254709916759
2019-11-10,629009.0625,649746.3125,628501.875,646299.125,646299.125,1469374006398
2019-11-11,646398.4375,649933.5625,622689.5,626781.8125,626781.8125,1450372207207
2019-11-12,626922.3125,635611.9375,623526.8125,632876.3125,632876.3125,1458038161732
2019-11-13,632615.8125,637591.25,632166.125,635529.25,635529.25,1265952325435
2019-11-14,635794.3125,635238.0625,625566.4375,626685.0,626685.0,1373448522808
2019-11-15,626513.25,625436.125,607811.8125,608323.875,608323.875,1561417813307
2019-11-16,608264.6875,615620.8125,607164.375,612666.1875,612666.1875,1181902746018
2019-11-17,612573.75,625299.125,609048.625,614565.8125,614565.8125,1337507558335
2019-11-18,614279.5625,622561.0625,595243.0,597812.375,597812.375,1552537046068
2019-11-19,597513.6875,604244.375,582071.4375,589701.8125,589701.8125,1515089488093
2019-11-20,589519.8125,591254.25,574980.125,576182.875,576182.875,1490424109615
2019-11-21,575922.75,581903.625,545115.9375,548371.125,548371.125,1615408241539
2019-11-22,548429.9375,552615.125,498004.1875,523840.28125,523840.28125,2458344880213
2019-11-23,523810.625,534299.125,513418.875,531107.0625,531107.0625,1508285307150
2019-11-24,531167.1875,531889.3125,504658.8125,505996.15625,505996.15625,2184935358028
2019-11-25,505426.125,524756.125,474380.71875,512302.03125,512302.03125,3060078447275
2019-11-26,512232.125,522945.53125,507110.625,515668.875,515668.875,1509458026488
2019-11-27,515848.15625,542812.5625,496826.96875,536541.4375,536541.4375,1709102805582
2019-11-28,536908.8125,553143.9375,533397.5625,534040.5,534040.5,1363176843467
2019-11-29,534299.625,558330.75,535339.125,556900.25,556900.25,1414249487734
2019-11-30,557102.1875,562271.625,539292.25,543151.25,543151.25,1231169108704
2019-12-01,543293.75,543275.375,523165.25,532704.625,532704.625,1343240243626
2019-12-02,532686.25,535458.5625,518164.5,524510.5625,524510.5625,1223671798056
2019-12-03,524652.875,532347.625,518749.75,525264.375,525264.375,1061808388848
2019-12-04,525262.875,539020.0,512650.0,518448.71875,518448.71875,1548778836341
2019-12-05,518535.03125,552842.25,516376.9375,531771.875,531771.875,1343374292192
2019-12-06,531932.8125,538078.25,527039.875,538078.25,538078.25,1290794134274
2019-12-07,538097.375,541140.8125,536560.625,538737.125,538737.125,1101789655656
